TEMP,RELHUMID,PRESS,WINDSP,PRECI,Moisture
30.83,65,99.63,3.94,0,0.39
31.51,59.06,99.46,2.56,0.09,0.39
32.38,49.56,99.46,2.93,0.08,0.39
31.85,55,99.48,2.15,0.02,0.39
32.12,55.25,99.58,2.38,0.04,0.38
32.26,51.5,99.77,2.36,0.01,0.38
31.6,55.25,99.92,3.55,0,0.38
32.08,56.12,99.84,2.78,0.12,0.38
31.41,56.94,99.92,3.37,0.2,0.38
32.27,56.44,99.89,2.31,0.7,0.38
33.12,43.44,99.85,2.74,0,0.38
33.07,42.94,99.68,3.12,0,0.38
33.46,44.06,99.64,2.73,0,0.37
33.73,44.81,99.68,3.16,0,0.37
34.59,42.56,99.66,2.92,0,0.37
34.19,47.75,99.75,2.4,0.01,0.37
34.23,47.31,99.7,3.09,1.58,0.37
31.95,57.12,99.63,4.71,15.26,0.38
30.45,64.19,99.64,3.8,15.68,0.38
30.11,62,99.65,3.92,4.28,0.39
28.89,69.25,99.81,2.88,12.71,0.41
29.66,68.69,99.93,2.28,0.64,0.42
29.69,67.88,99.89,1.46,12.74,0.42
29.45,67.5,99.82,1.95,5.37,0.43
30.44,57.75,99.8,1.48,0.19,0.43
30.22,61.69,99.74,2.76,4.47,0.43
30.13,65.31,99.76,4.2,0.54,0.43
28.12,77,99.8,4.18,7.96,0.44
29.49,75.38,99.65,4.61,10.68,0.46
30.81,69.62,99.52,5.4,1.22,0.47
32.05,66.88,99.21,5.42,2.1,0.47
32.82,64.81,99.22,6.51,5.43,0.47
30.71,76.38,99.48,6.41,20.26,0.48
31.16,71.31,99.41,5.76,2.99,0.48
31.12,69.12,99.39,5.5,4.51,0.49
30.98,74.44,99.5,5.66,5.73,0.48
31.87,66.75,99.53,5.22,3.14,0.48
32.12,66.81,99.33,4.93,5.26,0.48
32.57,66.94,99.02,3.41,5.39,0.48
31.48,68.75,99.04,3.64,3,0.48
31.3,63.12,99.17,1.82,0.91,0.48
31.23,62.56,99.55,1.27,1.81,0.48
31.55,61.62,99.63,1.83,5.27,0.48
31.91,55.31,99.51,3.15,0.34,0.48
32.3,55.19,99.26,2.98,2.13,0.48
31.94,58.44,99.23,2.16,3.23,0.47
32.34,54.94,99.27,2.21,1.8,0.48
32.72,57.44,99.28,1.77,0.34,0.48
32.55,60.25,99.22,2.73,1.23,0.47
31.43,67.38,99.29,2.47,3.31,0.47
32.31,60.94,99.29,4.21,1,0.47
30.83,72.06,99.27,4.28,3.82,0.47
32.13,65,99.34,5.2,0,0.47
32.84,60.81,99.36,5.22,0,0.46
32.46,60.38,99.31,5.24,0.14,0.46
33.36,60.62,99.22,4.32,0.41,0.45
31.89,67.94,99.18,5.17,0.95,0.45
31.69,69.81,99.17,4.91,8,0.45
30.58,71.94,99.25,5.56,7.54,0.45
31.67,67.56,99.24,4.81,1,0.45
31.7,68.19,99.34,4.19,2.07,0.45
33.4,60.38,99.39,5.28,0.14,0.45
32.19,68,99.37,6.04,11.77,0.45
28.58,85.06,99.47,5.23,17.05,0.47
30.37,73,99.54,6.03,0.7,0.47
29.73,77.19,99.57,5.66,8.08,0.47
28.87,80.75,99.61,6.48,13.92,0.48
29.56,74.5,99.52,5.27,4.11,0.48
28.53,82.62,99.36,4.34,22.57,0.5
28.26,83.19,99.3,2.34,4.17,0.51
28.37,80.44,99.59,2.84,1.84,0.5
29.46,73.25,99.64,2.95,2.28,0.5
29.58,75.62,99.5,3.38,3.3,0.5
29.41,77.19,99.34,4.59,5.36,0.5
29.37,76.06,99.57,4.3,1.98,0.5
30.45,70.81,99.66,4.25,0.03,0.5
29.44,74.88,99.52,4.35,0.46,0.49
29.65,76.75,99.38,3.71,0.75,0.49
28.51,84.31,99.35,2.6,12.69,0.49
29.9,78.31,99.24,2.12,6.29,0.5
28.21,86.81,99.14,1.96,22.53,0.51
28.63,83.31,99.16,2.84,2.91,0.52
29.26,80.19,99.18,2.65,2.15,0.52
30.22,75.5,99.22,3.16,0.4,0.51
29.13,83.69,99.45,4.69,3.42,0.51
29.58,77.62,99.63,3.47,2.59,0.5
29.59,77.56,99.43,3.95,1.37,0.5
29.6,75.62,99.29,4.45,2.09,0.49
29.54,77.38,99.2,4.7,6.91,0.49
29.36,78.69,99.27,4.91,5.54,0.49
29.51,79.25,99.13,6.12,10.65,0.49
30.01,77.38,98.95,6.8,4.61,0.49
29.08,81.06,99.01,6.61,2.94,0.49
29.49,79.19,99.26,5.41,4.24,0.49
29.92,78.25,99.34,5.47,5.99,0.49
29.76,79.81,99.49,5.8,4.68,0.48
29.75,77.06,99.48,4.77,1.51,0.48
29.94,75.88,99.35,4.25,1.46,0.48
30.68,72.06,99.34,4.05,0.38,0.48
30.04,77.56,99.42,2.77,1.12,0.48
28.88,82.69,99.56,2.96,5.71,0.48
28.87,82.25,99.54,3.8,2.86,0.48
28.27,82.69,99.65,4.45,5.16,0.48
27.81,85.94,99.91,4.41,9.34,0.5
27.9,82.62,100.06,3.84,2.06,0.5
29.04,78.12,99.96,3.34,0.56,0.49
28.52,76.94,99.98,3.35,3.81,0.5
29.8,74.56,99.84,2.54,6.54,0.5
29.26,83,99.66,3,5.9,0.51
28.81,87.5,99.44,2.48,8.31,0.51
28.91,85.62,99.46,2.08,8.03,0.52
29.63,81.81,99.44,2.15,8.72,0.53
28.28,88.19,99.59,2.16,23.7,0.54
29.11,81.12,99.6,2.43,5.44,0.55
29.16,83.56,99.42,1.88,2.85,0.55
29.02,83.56,99.24,2.55,1.08,0.54
29.55,81.19,99.11,4.3,2,0.53
28.01,87.12,98.98,4.55,6.22,0.53
28.73,82.44,98.92,7.62,5.64,0.53
27.7,90.81,98.84,6.81,40.29,0.54
27.55,88.5,99.24,3.27,31.1,0.58
28.51,82.31,99.33,1.99,8.07,0.59
28.94,83.5,99.13,3.24,3.8,0.59
28.19,86.56,99.15,8.48,12.37,0.59
27.98,86.12,99.64,7.16,5.1,0.59
29.05,80.62,99.78,2.99,0.78,0.59
29.48,80.75,99.59,2.69,0.86,0.58
29.47,82.75,99.29,3.28,18.69,0.58
29.01,84.56,99.14,6.26,52.91,0.6
26.84,92,99.16,7.93,11.93,0.61
28.14,86.25,99.33,4.7,5.52,0.61
28.83,83.25,99.38,2.06,1.09,0.6
28.05,87.5,99.59,1.47,11.7,0.61
28.19,86.62,99.68,3.91,11.26,0.62
28.45,84.81,99.61,4.06,3.87,0.62
28.44,83.06,99.53,3.29,0,0.61
28,89.88,99.45,4.02,1.76,0.6
27.96,90.44,99.64,4.59,2.89,0.6
28.26,87.06,99.99,3.05,6.23,0.6
27.4,89.06,100.07,2.88,0.2,0.59
28.59,85.94,99.85,2.82,25.55,0.59
28.36,87.5,99.91,3.06,7.07,0.6
28.37,87.44,99.98,3.05,8.13,0.6
28.69,87.31,99.71,2.94,14.87,0.6
28.4,87.19,99.67,1.62,5.01,0.62
28.12,85,99.73,1.43,1.47,0.62
27.65,90.31,99.84,1.71,7.11,0.62
28.33,86.81,99.96,2,11.34,0.63
28.64,85.94,100.01,2.17,3.6,0.63
28.35,87.19,99.97,2.59,2.25,0.62
27.62,88.69,99.85,3.17,7.09,0.62
26.89,93.62,99.65,4.41,14.71,0.63
27.13,94,99.54,4.45,15.96,0.65
27.24,93.5,99.75,4.58,9.82,0.68
27.13,92.12,99.92,3.38,12.94,0.7
26.8,91.62,99.84,2.41,33.36,0.72
27.04,91,99.54,2.5,1.67,0.73
27.87,89,99.56,2.2,3.34,0.73
27.65,89.44,99.66,1.55,1.37,0.73
27.94,90.19,99.67,3.09,3.96,0.73
27.77,90.12,99.57,5.14,4.38,0.73
27.82,89.19,99.68,4.27,1.83,0.72
27.76,88.25,99.8,3.29,1.53,0.71
27.62,88.75,99.82,3.37,0.91,0.71
27.55,88.94,99.76,3.16,1.15,0.71
26.83,90.75,99.89,2.54,0.68,0.7
27.86,82,99.98,1,0.15,0.7
26.27,89.62,99.88,1.72,5.5,0.7
27.72,84.19,99.77,1.11,6.48,0.7
27.96,84.69,99.76,1.38,4.01,0.7
28.48,81.25,99.76,1.55,1.05,0.7
27.58,87.19,99.69,1.39,4.97,0.7
26.58,92.75,99.53,2.83,11.22,0.7
26.98,89.69,99.76,2.59,17.53,0.71
26.65,94.69,100.05,3.3,13.96,0.72
27.29,90.38,100.2,2.77,14.38,0.72
27.01,89.44,100.25,2.83,5.2,0.72
26.22,90.62,100.28,2.06,3.71,0.72
26.96,86.38,100.3,2.25,1.58,0.71
26.77,88.12,100.41,2.81,0.42,0.7
26.56,88.88,100.44,2.8,0.19,0.7
26.78,89.12,100.26,2.69,16.33,0.7
26.65,88.44,100.26,1.73,20.67,0.73
26.9,84,100.29,0.8,12.28,0.74
26.39,86.94,100.28,1.9,6.78,0.73
25.69,83.56,100.29,2.12,0.3,0.73
25.47,83,100.47,2.48,0,0.73
25.55,83.75,100.49,2.48,0.01,0.72
25.81,83.38,100.4,2.22,0.08,0.71
24.69,86.56,100.41,2.3,0.04,0.7
23.97,82.75,100.55,2.8,0,0.7
23.44,82.81,100.66,2.97,0,0.69
24.46,82.88,100.65,3.43,0,0.68
25.1,82.31,100.42,2.79,0.05,0.67
24.32,89.38,99.91,3.92,0.58,0.67
24.45,83.81,100.12,2.63,0.2,0.67
25.07,76.69,100.56,1.32,0.02,0.67
24.04,75.81,100.56,1.85,0,0.66
22.87,73.19,100.53,2.02,0,0.66
22.57,77.88,100.53,2.29,0,0.65
23.09,81.38,100.51,2.56,0,0.64
23.41,79.81,100.55,2.23,0,0.64
23.37,82.06,100.62,2.51,0,0.63
22.98,79.88,100.49,2.87,0,0.62
22.38,72.62,100.48,2.28,0,0.62
22.56,74,100.63,1.88,0,0.61
23.69,74.38,100.78,1.32,0,0.61
23.8,73.75,100.77,1.17,0,0.6
22.84,78.62,100.72,2.06,0,0.59
23.14,76.31,100.72,1.64,0,0.59
23.28,80,100.75,2.2,0,0.59
23.11,78.06,100.75,1.92,0,0.58
21.63,77.25,100.74,2.08,0,0.58
21.31,80.62,100.7,2.9,0,0.57
19.61,70,100.7,2.64,0,0.56
19.18,68.31,100.71,2.7,0,0.56
19.3,69.69,100.64,2.48,0,0.55
19.49,75.19,100.54,2.48,0,0.55
20.51,75.62,100.53,2.73,0,0.55
19.1,76.88,100.7,3.41,0,0.55
17.9,74.38,100.68,3.56,0,0.54
18.51,71.69,100.53,3.26,0,0.54
18.18,69.81,100.47,3.13,0,0.53
18.41,76.69,100.53,2.88,0,0.53
18.41,74.5,100.56,2.9,0,0.52
17.84,70.69,100.58,3.06,0,0.52
17.59,73.31,100.66,3.54,0,0.52
18.07,72.62,100.48,2.89,0,0.52
18.48,74,100.31,2.28,0,0.51
18.87,76.5,100.4,2.37,0,0.51
19.7,76.75,100.55,2.53,0,0.51
19.23,76.12,100.65,3.09,0,0.5
18.41,75.12,100.64,3.34,0,0.5
17.44,70.06,100.62,2.99,0,0.49
17.01,71.81,100.64,2.84,0,0.49
17.04,73.38,100.69,3.05,0,0.49
17.3,75,100.77,3.16,0,0.48
16.57,75.75,100.67,3.39,0,0.48
15.94,73.88,100.65,3.09,0,0.48
16.33,72,100.67,3.02,0,0.48
16.85,70,100.61,2.45,0,0.48
17.77,69.12,100.61,2.64,0,0.48
18.03,71.38,100.65,2.58,0,0.48
18.14,69.06,100.61,2.06,0,0.47
18.99,69.19,100.61,2.56,0,0.47
18.31,65.12,100.66,2.84,0,0.47
16.96,65.62,100.57,2.91,0,0.47
15.7,65.25,100.58,3.09,0,0.46
15.42,68.62,100.69,2.86,0,0.46
16.26,74.69,100.66,3.08,0,0.46
17.04,74.81,100.55,2.94,0,0.46
16.96,67.94,100.53,2.57,0,0.45
16.42,71.56,100.6,2.62,0,0.45
16.87,66,100.56,2.56,0,0.45
18.11,58.94,100.59,1.83,0,0.45
18.76,64.81,100.6,1.81,0,0.45
19.28,72.81,100.67,1.82,0,0.45
21.03,71.81,100.82,1.3,0.02,0.45
21.15,72.62,100.76,1.92,0.03,0.45
17.1,61.69,100.93,2.72,0,0.45
15.58,60,101.12,2.07,0,0.44
15.98,58.62,101.13,1.91,0,0.44
18.13,55.94,101.06,0.85,0,0.44
19.66,68.94,101.41,1.54,0,0.62
18.96,75.31,101.41,2.01,0.58,0.62
18.45,79.38,101.35,2.88,0.62,0.62
18.05,77.12,101.26,3.04,0,0.62
17.19,71.19,101.25,3.01,0,0.62
17.14,63.5,101.21,2.69,0,0.62
17.62,56.88,101.05,2.1,0,0.62
18.63,57.88,101.05,1.83,0,0.61
19.46,61,101.05,1.59,0,0.61
18.61,71.19,101.07,2.22,0.17,0.61
17.69,77.19,101.17,2.64,0.04,0.6
16.34,66.38,101.22,3.15,0,0.6
14.61,60.75,101.35,2.88,0,0.6
13.55,59.06,101.47,3.32,0,0.59
13.04,58.88,101.51,3.03,0,0.59
14.71,58.56,101.36,2.8,0,0.59
17.26,60.94,101.38,2.3,0,0.59
18.3,59.88,101.62,2.97,0,0.59
17.3,60.62,101.61,3.6,0,0.59
17.61,65.94,101.6,3.21,0,0.58
17.09,59.31,101.64,3.37,0,0.58
16.8,53.06,101.66,3.32,0,0.58
17.72,62.12,101.56,3.2,0,0.57
18.87,61.06,101.58,2.92,0,0.57
19.23,58.31,101.64,2.66,0,0.57
20.07,59,101.51,2.21,0,0.56
20.87,61.56,101.35,2.25,0,0.56
19.73,67.81,101.29,3.88,0.01,0.56
18.28,59.38,101.45,2.98,0,0.55
18.89,60.81,101.32,2.71,0,0.55
19.36,60.19,101.24,2.45,0,0.55
19.48,55,101.4,2.27,0,0.55
19.2,56,101.57,2.7,0,0.55
18.37,56.38,101.49,2.71,0,0.54
19.13,53.38,101.33,2.63,0,0.54
20.46,54.44,101.18,2.33,0,0.54
21.33,54.38,101.02,2.41,0,0.53
21.32,54.69,101.06,3.12,0,0.53
20.97,45.69,101.21,2.88,0,0.53
20.08,44.25,101.12,2.98,0,0.52
21.23,47.06,101.1,2.55,0,0.52
21.92,47.12,101.34,1.99,0,0.52
22.73,47.25,101.53,1.81,0,0.52
22.77,54.19,101.65,2.19,0,0.52
23.43,56.75,101.73,2.12,0,0.51
23.17,50.69,101.68,2.47,0,0.51
22.52,43.44,101.49,2.09,0,0.51
22.77,49.5,101.38,1.84,0,0.5
23.75,55.75,101.39,1.79,0,0.5
24.14,67.06,101.14,2.19,0,0.5
24.6,65.81,100.69,3.32,0,0.49
25.76,66.62,100.62,4.93,0,0.49
26.23,67.69,100.74,4.43,0,0.49
26.35,51.88,100.97,2.53,0.06,0.48
23.55,32.81,101.19,2.59,0,0.48
22.21,28.38,101.17,2.56,0,0.48
22.22,39.75,100.95,3,0,0.48
23.3,45.19,101.14,2.63,0,0.48
23.67,39.25,101.17,2.45,0,0.47
23.99,38.12,101.06,2.45,0,0.47
25.09,51.06,100.88,3.28,0,0.46
26.23,53.81,100.59,3.48,0,0.46
26.12,57.31,100.6,2.96,0,0.46
26.55,64.81,100.54,3.7,0.32,0.45
26.83,42.88,100.67,1.96,0.34,0.45
25.96,28.5,100.75,1.77,0.01,0.45
24.45,53.69,100.7,1.8,3.98,0.45
25.76,67.44,100.52,2.71,1.48,0.45
27.23,66.62,100.44,3.05,6.94,0.45
26.67,73.94,100.49,4.23,22.25,0.47
25.04,55.5,100.78,2.67,1.26,0.47
23.48,34.44,101.13,2.06,0,0.46
23.43,37.31,101.2,2.04,0,0.46
23.62,35.44,101.12,2.52,0,0.46
23.93,32.69,100.93,2.11,0,0.45
24.73,47.75,100.73,3.16,0,0.45
26.33,52.5,100.69,3.75,0.01,0.45
26.58,49.25,100.91,1.73,0.6,0.45
24.23,52.5,100.99,2.59,5.18,0.45
25.42,51.25,101.11,1.95,0,0.45
25.9,52.94,100.93,2.54,0.16,0.45
27.29,60.81,100.75,2.9,0,0.45
28.62,57.31,100.7,2.83,0,0.44
29.24,57.88,100.73,3.18,0,0.44
29.35,64.25,100.82,3.17,0.43,0.44
29.79,60.5,100.78,3.48,0.06,0.43
30.26,62.88,100.65,4.15,0.07,0.43
30.57,61.25,100.52,3.34,0.01,0.43
31.08,63.31,100.51,5.59,0.01,0.42
31.12,63.12,100.65,4.28,0,0.42
30.85,64.69,100.51,5.23,0,0.42
31.35,63.12,100.32,5.77,0,0.41
32.14,58.5,100.38,5.81,0.17,0.41
31.45,60.56,100.48,5.14,0.72,0.41
30.81,64.5,100.5,4.28,0.16,0.41
31.13,62.75,100.53,4.09,0.27,0.41
32,60.75,100.52,4.02,0.21,0.41
31.91,61.56,100.5,4.01,2.2,0.41
32.08,57.19,100.5,2.82,2.4,0.41
31.03,51.62,100.45,3.27,0.02,0.41
30.59,42.25,100.47,3.05,0,0.41
29.73,47.31,100.53,2.98,0,0.41
30.17,53.5,100.61,3.96,0,0.41
30.16,54.25,100.59,4.69,0,0.41
29.81,60.75,100.4,5.67,0,0.41
31.13,54.12,100.39,2.2,0.01,0.4
31.49,48.25,100.5,1.68,0,0.4
31.46,58.12,100.47,4.65,0.17,0.4
31.98,61.12,100.28,6.47,2.51,0.4
31.48,63.94,100.2,6.41,2.3,0.4
32.31,62.25,100.17,5.47,2.01,0.4
32.43,62.88,100.12,5.74,2.76,0.4
31.64,65.38,100.19,4.22,6.53,0.4
32.2,62.88,100.15,5.13,4.23,0.4
33.21,58.62,100.09,4.58,1.34,0.4
33.76,52.06,100.23,2.37,0,0.4
32.82,55.5,100.45,4.32,0.12,0.39
32.7,55.81,100.42,3.62,1.67,0.39
33.45,53.69,100.48,4.8,0.06,0.39
32.94,55.44,100.48,5.38,4.39,0.39
29.37,73.38,100.68,3.7,32.43,0.41
31,60.56,100.74,2.98,0.36,0.41
31.93,57.69,100.66,3.35,1.54,0.41
32.79,55.81,100.54,3.2,0,0.41
33.38,54.75,100.44,4.41,0.12,0.41
33.58,55.69,100.57,4.22,0.37,0.41
33.78,52.69,100.52,3.48,0.2,0.41
32.97,53.44,100.53,4.22,0.25,0.41
31.83,58.5,100.48,3.77,0.63,0.4
31.07,61.5,100.6,2.25,5.6,0.41
32.33,59.06,100.55,3.23,5.57,0.41
32.59,57.94,100.5,2.41,6.03,0.41
33.17,57.69,100.26,2.25,6.1,0.41
33.35,59.5,100.09,3.51,4.15,0.41
33.3,63.94,99.94,4.35,2.38,0.41
32.85,63.69,99.86,4.48,5.07,0.41
32.22,66.44,99.92,2.27,5.28,0.41
32.13,68.44,100.07,3.56,3.65,0.41
33.55,58.19,100.15,2.95,1.1,0.41
34.26,57.81,99.96,4.16,0.89,0.41
34.41,55.5,99.91,3.51,0.91,0.41
34.15,58.06,100.04,4.6,0.11,0.41
32.33,66.5,100.17,4.05,1.93,0.41
32.69,64.75,100.13,4.01,0.18,0.41
33.45,60.5,100.05,4.91,0.04,0.41
33.35,60.88,100.06,4.65,12.02,0.41
31.52,69.12,100.09,2.22,15.23,0.44
32.14,62.88,99.95,1.55,2.27,0.44
31.73,61.19,99.74,2.17,4.29,0.43
31.63,64.81,99.55,3.38,4.2,0.43
32.75,64.44,99.85,2.8,3.65,0.43
31.42,74,99.97,4.91,12.1,0.43
31.05,74.69,100.05,5.72,13.43,0.44
32.69,69.69,99.93,5.79,5,0.45
33.87,65.19,99.79,5.59,0.41,0.44
33.08,66.19,99.86,4.89,0.42,0.44
32.19,66.81,100.11,2.54,4.19,0.44
32.44,62.31,100.11,3.23,1.93,0.44
32.42,63.31,99.98,2.63,0.33,0.43
31.27,68.25,99.9,2.67,1.79,0.43
29.6,75.69,99.82,2.41,1.32,0.43
30.31,74.81,99.57,4.02,2.56,0.43
29.26,77.56,99.53,5.03,9.06,0.44
31.55,70.75,99.74,5.37,0.6,0.44
31.24,68.5,100.02,4.73,0.52,0.43
31.12,70.81,99.98,3.2,1.58,0.43
29.83,79.44,99.92,3.25,15.95,0.45
31.12,71.31,99.93,4.61,8.52,0.46
31.82,70.69,99.78,5.45,3.11,0.46
30.27,80.19,99.72,5.35,15.03,0.47
28.02,90.75,99.83,3.4,55.76,0.54
28.3,85.25,99.83,1.95,4.2,0.55
28.83,84.12,99.84,2.69,3.22,0.56
28.46,86.19,99.82,2.95,18.73,0.57
28.88,83.56,99.68,1.8,12.53,0.58
28.98,82.88,99.7,3.16,3.67,0.58
29.12,84.38,99.8,4.11,4.91,0.58
28.55,86.25,99.88,4.16,6.51,0.58
28.92,85.75,99.93,4.64,5.6,0.58
29.15,85.06,99.84,3.3,3.29,0.58
29.41,85.62,99.64,2.65,5.81,0.58
29.35,87.12,99.54,3.25,15.54,0.58
29.29,85.62,99.6,3.83,10.77,0.59
28.83,87,99.72,4.34,27.76,0.59
28.95,85.25,99.7,4.45,10.92,0.6
29.48,83.25,99.75,5.27,4.85,0.61
29.76,83.38,99.85,3.44,12.43,0.61
29.45,84.12,99.87,4.11,11.53,0.61
28.72,88.62,99.88,4.34,17.01,0.62
29.08,85.12,100.01,5.39,6.78,0.62
28.7,89.62,100.05,4.42,16.53,0.63
28.58,88.12,99.95,3.17,29.88,0.64
27.67,90.75,99.94,2.82,30.87,0.66
27.6,88.62,99.99,2.38,8.56,0.67
28.26,87.19,99.92,3.09,3.77,0.67
28.73,86.19,99.87,2.88,1.68,0.67
28.12,88.69,99.76,2.79,1.88,0.67
28.69,87.12,99.71,3.6,1.18,0.66
28.5,88.75,99.74,4.02,3.18,0.66
28.16,91.44,99.61,4.99,17.95,0.67
28.01,91.12,99.66,5.3,77.19,0.7
28.39,90.44,99.82,2.67,83.82,0.77
28.03,94.62,99.78,2.72,39.53,0.81
27.37,93.94,99.71,4.77,44.23,0.86
27.19,94.44,99.48,8.01,91.25,0.91
27.55,91.75,99.6,6.49,33.86,0.95
27.48,92.44,99.89,4.21,19.73,0.96
28.05,89.25,100.07,3.09,4.2,0.96
28.22,90.31,100.21,2.37,4.92,0.96
28.4,88.81,100.23,2.03,2.14,0.95
28.06,91.06,100.14,1.98,5.21,0.96
28.93,86.75,100.07,2.19,11.04,0.96
28.87,88.19,100.04,2.12,6.29,0.96
28.82,90.38,99.93,2.42,7.73,0.96
28.46,91.38,99.75,2.62,11.31,0.96
28.9,88.38,99.6,1.56,23.63,0.96
28.6,92.25,99.6,2.8,11.15,0.97
27.98,92.19,99.78,5.66,6.26,0.97
28.51,90.31,100.12,3.48,5.37,0.97
28.83,89.38,100.16,3.24,3.96,0.96
28.45,90.06,100.15,4.71,2.69,0.96
28.48,90.88,100,4.98,10.98,0.95
27.8,92.5,99.98,4.91,26.95,0.96
28.15,92.94,100.06,4.33,12.35,0.97
27.97,89,100.27,2.1,14.56,0.97
27.84,91.5,100.36,1.98,19.13,0.98
27.9,92,100.2,2.82,20.91,0.98
28.51,89.81,99.96,2.57,11.81,0.98
28.04,89.38,99.81,2.37,5.91,0.98
27.94,91.25,99.88,3.68,3.35,0.98
27.91,90.62,100.15,4.14,9.46,0.98
27.68,90.38,100.19,3.24,14.66,0.98
28.22,86.94,100.15,2.03,7.74,0.98
28.05,87.38,100.12,1.59,2.78,0.97
28.68,84.25,100.15,1.3,11.27,0.97
27.98,88.69,100.06,2.23,3.52,0.96
28.02,87.25,99.94,1.73,2.17,0.96
28.01,90.69,99.79,2.19,1.64,0.96
27.69,91.94,99.83,2.8,14,0.96
27.44,92.88,99.97,4.76,17.46,0.97
27.75,91.31,100.22,3.93,11.56,0.97
27.93,89.62,100.3,2.3,1.82,0.97
27.69,93.06,100.3,2.82,3.41,0.97
27.64,94.19,100.22,3.14,17.58,0.97
27.38,91.38,100.13,2.68,28.71,0.98
28.35,87.56,100.24,2.53,8.47,0.98
28.58,86.62,100.33,2.26,1.28,0.97
28.58,88.56,100.32,2.42,1.24,0.96
28.29,90.75,100.36,2.23,3.03,0.96
28.14,90.5,100.41,2.63,1.79,0.95
28.25,89.62,100.43,3.11,2.07,0.95
27.03,93.25,100.37,4.45,3.64,0.95
27.55,93.25,100.49,3.92,0.81,0.95
27.22,94.56,100.55,3.64,14.13,0.95
27.69,91.88,100.58,2.6,5.01,0.95
27.89,88.25,100.54,1.89,4.83,0.95
28.11,86.81,100.42,1.3,9.81,0.95
28.65,84.06,100.3,1.19,2.79,0.95
29.24,85.12,100.17,1.67,0.1,0.95
29.08,84.69,100.1,1.8,11.02,0.95
27.52,90.44,100.11,2.23,21.77,0.95
27.6,89.12,100.04,2.41,9.59,0.95
27.51,93.31,100.16,4.19,18.8,0.96
27.63,91.69,100.31,2.71,2.02,0.95
28.09,90.25,100.38,2.8,0.72,0.95
27.74,91.31,100.51,2.47,0.61,0.95
28.56,87.88,100.39,1.97,1.18,0.95
28.83,88.06,100.23,1.93,2.14,0.95
28.84,88.81,100.28,1.77,1.59,0.95
27.37,88.94,100.44,1.98,5.08,0.94
27.73,86.44,100.35,1.56,10.62,0.95
26.61,92.62,100.37,2.75,15.15,0.95
27.18,92.56,100.59,2.16,9.79,0.95
27.01,94.38,100.58,2.43,13.22,0.95
26.91,92.81,100.44,2.21,5.13,0.95
27.12,91.06,100.5,2,2.09,0.95
28.12,84.44,100.57,1.16,0.59,0.95
28.22,87.38,100.53,1.94,1.09,0.95
27.87,87.38,100.57,1.64,1.79,0.94
27.45,88.94,100.53,1.41,5.32,0.94
27.04,90.62,100.41,2.13,15.69,0.94
26.51,95.06,100.2,3.72,65.79,0.95
27.12,94.12,100.29,3.12,31.98,0.97
27.73,90.25,100.37,2.2,2.63,0.97
27.7,89.62,100.37,2.18,0.29,0.97
27.31,92.12,100.29,3.35,4.2,0.96
27.64,89.31,100.28,2.47,3.42,0.96
27.91,81.94,100.33,1.6,0.07,0.96
27.65,75.31,100.39,1.16,0.11,0.95
26.69,77.19,100.41,1.73,0.13,0.95
25.78,90.62,100.47,2.17,4.39,0.95
26.44,94.69,100.49,4.3,16.64,0.95
26.42,94.62,100.22,7.13,60.2,0.96
26.54,93.44,99.85,5.98,41.78,0.98
25.68,85.31,100.51,2.33,0.06,0.98
24.58,87.56,100.67,2.64,0.01,0.98
25.23,88.94,100.87,2.55,1.04,0.97
26.03,83.38,101.15,1.77,4.03,0.96
25.73,76.31,101.25,1.4,0.04,0.96
24.98,70.06,101.14,1.17,0,0.95
24.3,73.44,101.12,1.23,0,0.95
24.82,74.38,101.24,1.16,0.03,0.95
23.87,78.31,101.24,1.15,0.85,0.95
23,80.94,101.18,1.56,0.14,0.94
22.87,82.12,101.22,1.71,0,0.94
23.3,79.56,101.07,1.94,0,0.93
23.15,80.31,101.07,1.76,0,0.92
23.9,82.25,101.15,2.19,0,0.92
24.44,84.69,101.12,2.06,0,0.91
24.22,85.56,101.09,2.45,0,0.91
24.03,81.06,101.14,1.86,0,0.91
23.37,82.88,101.11,2.23,0,0.9
23.26,79.31,101,1.95,0,0.9
23.15,77.5,101.04,1.8,0,0.89
23,78.31,101.08,1.95,0,0.89
22.73,80.69,100.94,2.41,0,0.88
22.26,79.81,100.85,2.28,0,0.88
22.12,82.62,100.9,1.62,0.17,0.88
20.8,91.75,101.02,1.75,15.6,0.88
21.31,93.38,101.03,2.61,6.26,0.88
22.55,91.12,100.96,2.02,2.42,0.88
24.62,87.25,100.95,1.38,3.25,0.88
24.25,85.69,101.01,2.03,0,0.88
22.94,83.62,101.08,2.32,0,0.88
20.12,76.88,101.09,3.59,0,0.88
18.07,72.75,101.02,2.76,0,0.87
17.55,72.44,101.01,2.51,0,0.87
17.32,71.81,101.15,2.45,0,0.86
17.65,67.38,101.3,2.3,0,0.86
17.27,71.38,101.37,2.27,0,0.85
17.48,74.44,101.15,2.23,0,0.85
17.94,67.19,101.18,2.14,0,0.84
17.99,64.94,101.37,1.88,0,0.84
17.71,67.56,101.28,2,0,0.84
17.44,74.06,101.24,2.27,0,0.84
18.4,80.31,101.32,2.37,0,0.84
18.33,81.06,101.33,2.26,0,0.83
17.98,77,101.22,2.29,0,0.83
18.08,73.38,101.17,1.95,0,0.83
